RecordID_Int,ParcelNumber,Description,CardNumber,cvgiscityvw_OpenData_Parcels_AdditionsArea,StreetName,StreetNumber,Unit
497,020031000,Basement,,1054,FIELD RD,1859,
498,020031000,Open Porch,,28,FIELD RD,1859,
499,020031000,Stoop,,21,FIELD RD,1859,
500,020032000,First Floor,,1670,FIELD RD,1861,
501,020032000,Second Floor,,756,FIELD RD,1861,
502,020032000,Basement,,812,FIELD RD,1861,
503,020032000,Finished Attic,,1568,FIELD RD,1861,
504,020032000,Screened Porch,,224,FIELD RD,1861,
505,020032000,Stoop,,56,FIELD RD,1861,
506,020033000,First Floor,,1740,FIELD RD,1862,
507,020033000,Basement,,1740,FIELD RD,1862,
508,020033000,Finished Half-Story,,1740,FIELD RD,1862,
509,020033000,Open Porch,,30,FIELD RD,1862,
510,020033000,Screened Porch,,280,FIELD RD,1862,
511,020034000,First Floor,,1490,WINSTON RD,1857,
512,020034000,Basement,,1272,WINSTON RD,1857,
513,020034000,Deck,,672,WINSTON RD,1857,
514,020034000,Open Porch,,32,WINSTON RD,1857,
515,020035000,First Floor,,722,WINSTON RD,1855,
516,020035000,Three Quarter Story,,722,WINSTON RD,1855,
517,020035000,Deck,,48,WINSTON RD,1855,
518,020035000,Garage,,240,WINSTON RD,1855,
519,020035000,Patio,,1043,WINSTON RD,1855,
520,020035000,Screened Porch,,96,WINSTON RD,1855,
521,020035000,Stoop,,72,WINSTON RD,1855,
522,020036000,First Floor,,1241,WINSTON RD,1851,
523,020036000,Basement,,1309,WINSTON RD,1851,
524,020036000,Deck,,140,WINSTON RD,1851,
525,020036000,Finished Attic,,491,WINSTON RD,1851,
526,020036000,Finished Half-Story,,1078,WINSTON RD,1851,
527,020036000,Open Porch,,24,WINSTON RD,1851,
528,020037000,First Floor,,3964,FIELD RD,1860,
529,020037000,Basement,,1725,FIELD RD,1860,
530,020037000,Open Porch,,105,FIELD RD,1860,
531,020037000,Patio,,264,FIELD RD,1860,
532,020037000,Screened Porch,,264,FIELD RD,1860,
533,020037000,Stoop,,30,FIELD RD,1860,
534,020038000,First Floor,,2517,FIELD RD,1858,
535,020038000,Basement,,1714,FIELD RD,1858,
536,020038000,Carport,,340,FIELD RD,1858,
537,020038000,Deck,,128,FIELD RD,1858,
538,020038000,Screened Porch,,50,FIELD RD,1858,
539,020039000,First Floor,,2203,WINSTON RD,1849,
540,020039000,Basement,,1730,WINSTON RD,1849,
541,020039000,Patio,,116,WINSTON RD,1849,
542,020039000,Slab,,12,WINSTON RD,1849,
543,020039000,Stoop,,27,WINSTON RD,1849,
544,020040000,First Floor,,950,WINSTON RD,1847,
545,020040000,Basement,,934,WINSTON RD,1847,
546,020040000,Canopy,,48,WINSTON RD,1847,
547,020040000,Stoop,,78,WINSTON RD,1847,
548,020041000,First Floor,,1156,WINSTON RD,1843,
549,020041000,Basement,,1020,WINSTON RD,1843,
550,020041000,Finished Half-Story,,870,WINSTON RD,1843,
551,020041000,Screened Porch,,280,WINSTON RD,1843,
552,020041000,Stone Patio,,253,WINSTON RD,1843,
553,020042000,First Floor,,1574,FIELD RD,1856,
554,020042000,Basement,,769,FIELD RD,1856,
555,020042000,Concrete Patio,,372,FIELD RD,1856,
556,020042000,Open Porch,,70,FIELD RD,1856,
557,020043000,First Floor,,1712,FIELD RD,1854,
558,020043000,Basement,,1705,FIELD RD,1854,
559,020043000,Concrete Patio,,294,FIELD RD,1854,
560,020043000,Carport,,399,FIELD RD,1854,
561,020043000,Open Porch,,176,FIELD RD,1854,
562,020044000,First Floor,,1319,OLD FARM RD,919,
563,020044000,Frame Enclosed 1/Sty,,192,OLD FARM RD,919,
564,020045000,First Floor,,1780,OLD FARM RD,913,
565,020045000,Basement,,1942,OLD FARM RD,913,
566,020045000,Open Porch,,50,OLD FARM RD,913,
567,020045000,Screened Porch,,135,OLD FARM RD,913,
568,020045000,Slab,,25,OLD FARM RD,913,
569,020046000,First Floor,,1948,OLD FARM RD,911,
570,020046000,Basement,,686,OLD FARM RD,911,
571,020046000,Open Porch,,63,OLD FARM RD,911,
572,020046000,Stoop,,30,OLD FARM RD,911,
573,020047000,First Floor,,2180,OLD FARM RD,907,
574,020047000,Basement,,2100,OLD FARM RD,907,
575,020047000,Open Porch,,130,OLD FARM RD,907,
576,020047000,Stoop,,48,OLD FARM RD,907,
577,020048000,First Floor,,1678,WINSTON RD,1839,
578,020048000,Basement,,1380,WINSTON RD,1839,
579,020048000,Concrete Patio,,97,WINSTON RD,1839,
580,020048000,Finished Half-Story,,1176,WINSTON RD,1839,
581,020048000,Stoop,,16,WINSTON RD,1839,
582,020049000,First Floor,,2475,WINSTON RD,1825,
583,020049000,Open Porch,,162,WINSTON RD,1825,
584,020049000,Screened Porch,,288,WINSTON RD,1825,
585,020050000,First Floor,,2038,OLD FARM RD,910,
586,020050000,Three Quarter Story,,1819,OLD FARM RD,910,
587,020050000,Open Porch,,252,OLD FARM RD,910,
588,020050000,Stone Patio,,384,OLD FARM RD,910,
589,020050000,Vaulted Ceiling,,219,OLD FARM RD,910,
590,020050100,First Floor,,2779,OLD FARM RD,906,
591,020050100,Open Porch,,145,OLD FARM RD,906,
592,020050100,Slab,,290,OLD FARM RD,906,
593,020050100,Stoop,,105,OLD FARM RD,906,
594,020051000,First Floor,,2590,OLD FARM RD,912,
595,020051000,Brick Patio,,280,OLD FARM RD,912,
596,020051000,Carport,,228,OLD FARM RD,912,
597,020051000,Open Porch,,287,OLD FARM RD,912,
598,020051000,Storage,,72,OLD FARM RD,912,
599,020052000,First Floor,,1631,OLD FARM RD,916,
600,020052000,Concrete Patio,,232,OLD FARM RD,916,
601,020052000,Deck,,545,OLD FARM RD,916,
602,020052000,Finished Half-Story,,240,OLD FARM RD,916,
603,020052000,Open Porch,,42,OLD FARM RD,916,
604,020052000,Loft,,585,OLD FARM RD,916,
605,020052000,Stone Patio,,600,OLD FARM RD,916,
606,020052000,First Floor,,1188,OLD FARM RD,916,
607,020052000,Deck,,63,OLD FARM RD,916,
608,020052000,Slab,,145,OLD FARM RD,916,
609,020053000,First Floor,,1928,WESTVIEW RD,1832,
610,020053000,Second Floor,,694,WESTVIEW RD,1832,
611,020053000,Basement,,558,WESTVIEW RD,1832,
612,020053000,Screened Porch,,161,WESTVIEW RD,1832,
613,020054000,First Floor,,1361,WINSTON RD,1823,
614,020054000,Deck,,701,WINSTON RD,1823,
615,020054000,Stoop,,27,WINSTON RD,1823,
616,020054100,First Floor,,0,WINSTON RD,1821,
617,020054100,Second Floor,,1325,WINSTON RD,1821,
618,020054100,Brick Patio,,446,WINSTON RD,1821,
619,020054100,Deck,,578,WINSTON RD,1821,
620,020054100,Stoop,,42,WINSTON RD,1821,
621,020054200,First Floor,,1318,COTTAGE LN,905,
622,020054200,Second Floor,,440,COTTAGE LN,905,
623,020054200,Attached Shed,,112,COTTAGE LN,905,
624,020054200,Basement,,1164,COTTAGE LN,905,
625,020054200,Deck,,687,COTTAGE LN,905,
626,020054200,Finished Basement,,32,COTTAGE LN,905,
627,020054200,Finished Half-Story,,616,COTTAGE LN,905,
628,020054300,First Floor,,2578,COTTAGE LN,907,
629,020054300,Second Floor,,527,COTTAGE LN,907,
630,020054300,Basement,,390,COTTAGE LN,907,
631,020054300,Open Porch,,122,COTTAGE LN,907,
632,020054300,Stoop,,32,COTTAGE LN,907,
633,020054400,First Floor,,949,COTTAGE LN,909,
634,020054400,Second Floor,,664,COTTAGE LN,909,
635,020054400,Deck,,144,COTTAGE LN,909,
636,020054400,Open Porch,,50,COTTAGE LN,909,
637,020054500,First Floor,,2865,COTTAGE LN,911,
638,020054500,Brick Patio,,250,COTTAGE LN,911,
639,020054500,Deck,,130,COTTAGE LN,911,
640,020054500,Garage,,483,COTTAGE LN,911,
641,020054500,Screened Porch,,140,COTTAGE LN,911,
642,020054500,Slab,,204,COTTAGE LN,911,
643,020054600,First Floor,,1415,COTTAGE LN,915,
644,020054600,Basement,,782,COTTAGE LN,915,
645,020054600,Deck,,122,COTTAGE LN,915,
646,020054600,Finished Half-Story,,1202,COTTAGE LN,915,
647,020054600,Open Porch,,36,COTTAGE LN,915,
648,020054600,Stone Patio,,400,COTTAGE LN,915,
649,020054600,Stoop,,28,COTTAGE LN,915,
650,020054600,Unfinished Utility Area,,56,COTTAGE LN,915,
651,020055000,First Floor,,7974,COTTAGE LN,908,
652,020055100,First Floor,,198,COTTAGE LN,904,
653,020055100,Second Floor,,1643,COTTAGE LN,904,
654,020055100,Deck,,240,COTTAGE LN,904,
655,020055100,Finished Half-Story,,943,COTTAGE LN,904,
656,020055100,Stoop,,57,COTTAGE LN,904,
657,020055100,Unfinished Utility Area,,72,COTTAGE LN,904,
658,020055101,First Floor,,1002,WESTVIEW RD,1828,
659,020055101,Second Floor,,952,WESTVIEW RD,1828,
660,020055101,Basement,,952,WESTVIEW RD,1828,
661,020055101,Stoop,,60,WESTVIEW RD,1828,
662,020055101,Unfinished Utility Area,,40,WESTVIEW RD,1828,
663,020055110,First Floor,,1120,COTTAGE LN,910,
664,020055110,Second Floor,,1014,COTTAGE LN,910,
665,020055110,Open Porch,,168,COTTAGE LN,910,
666,020055110,Stoop,,25,COTTAGE LN,910,
667,020055200,First Floor,,1727,WINSTON RD,1815,
668,020055200,Basement,,1734,WINSTON RD,1815,
669,020055200,Glass Enclosed 1/Sty,,220,WINSTON RD,1815,
670,020055200,Stone Patio,,234,WINSTON RD,1815,
671,020055200,Stoop,,35,WINSTON RD,1815,
672,020055300,First Floor,,1512,ROSSER LN,901,
673,020055300,Basement,,1512,ROSSER LN,901,
674,020055300,Slab,,54,ROSSER LN,901,
675,020055300,Stoop,,36,ROSSER LN,901,
676,020055400,First Floor,,1902,ROSSER LN,905,
677,020055400,Basement,,1512,ROSSER LN,905,
678,020055400,Open W/Cover 2/Sty,,270,ROSSER LN,905,
679,020055400,Slab,,390,ROSSER LN,905,
680,020055500,First Floor,,1512,ROSSER LN,907,
681,020055500,Brick Patio,,408,ROSSER LN,907,
682,020055500,Basement,,1512,ROSSER LN,907,
683,020055500,Canopy,,216,ROSSER LN,907,
684,020055500,Stoop,,42,ROSSER LN,907,
685,020055500,Vaulted Ceiling,,320,ROSSER LN,907,
686,020055600,First Floor,,1512,ROSSER LN,909,
687,020055600,Brick Patio,,42,ROSSER LN,909,
688,020055600,Basement,,1512,ROSSER LN,909,
689,020055600,Stoop,,42,ROSSER LN,909,
690,020055800,First Floor,,1928,WESTVIEW RD,1822,
691,020055800,Second Floor,,1102,WESTVIEW RD,1822,
692,020055800,Brick Patio,,350,WESTVIEW RD,1822,
693,020055800,Basement,,1804,WESTVIEW RD,1822,
694,020055800,Finished Half-Story,,1044,WESTVIEW RD,1822,
695,020055800,Screened Porch,,84,WESTVIEW RD,1822,
696,020055800,Stoop,,60,WESTVIEW RD,1822,
697,020055800,Unfinished Utility Area,,32,WESTVIEW RD,1822,
698,020056000,First Floor,,2347,ROSSER LN,900,
699,020056000,Second Floor,,962,ROSSER LN,900,
700,020056000,Finished Enclosed Porch,,131,ROSSER LN,900,
701,020056000,Stone Patio,,176,ROSSER LN,900,
702,020056000,Stoop,,79,ROSSER LN,900,
703,020057000,First Floor,,1514,ROSSER LN,902,
704,020057000,Second Floor,,912,ROSSER LN,902,
705,020057000,Open Porch,,18,ROSSER LN,902,
706,020057000,Garage,,528,ROSSER LN,902,
707,020057000,Pergola,,160,ROSSER LN,902,
708,020057000,Stone Patio,,160,ROSSER LN,902,
709,020058000,First Floor,,1280,ROSSER LN,908,
710,020058000,Basement,,1282,ROSSER LN,908,
711,020058000,Open Porch,,56,ROSSER LN,908,
712,020058000,Frame Enclosed 1/Sty,,216,ROSSER LN,908,
713,020058000,Stoop,,25,ROSSER LN,908,
714,020059000,First Floor,,843,ROSSER LN,912,
715,020059000,Basement,,858,ROSSER LN,912,
716,020059000,Finished Half-Story,,858,ROSSER LN,912,
717,020059000,Slab,,40,ROSSER LN,912,
718,020059000,Stoop,,90,ROSSER LN,912,
719,020060000,First Floor,,2458,ROSSER LN,918,
720,020060000,Basement,,1403,ROSSER LN,918,
721,020060000,Deck,,322,ROSSER LN,918,
722,020060000,Stoop,,20,ROSSER LN,918,
723,020061000,First Floor,,2164,ROSSER LN,920,
724,020061000,Basement Garage,,273,ROSSER LN,920,
725,020061000,Basement,,2136,ROSSER LN,920,
726,020061000,Carport,,187,ROSSER LN,920,
727,020061000,Finished Two-Thirds,,1485,ROSSER LN,920,
728,020061000,Finished Attic,,273,ROSSER LN,920,
729,020061000,Open Porch,,56,ROSSER LN,920,
730,020061000,Screened Porch,,187,ROSSER LN,920,
731,020061000,Stoop,,21,ROSSER LN,920,
732,020062000,First Floor,,1925,ROSSER LN,924,
733,020062000,Basement,,1535,ROSSER LN,924,
734,020062000,Canopy,,56,ROSSER LN,924,
735,020062000,Finished Half-Story,,420,ROSSER LN,924,
736,020062000,Open Porch,,64,ROSSER LN,924,
737,020062000,Stone Patio,,420,ROSSER LN,924,
738,020062000,Stoop,,56,ROSSER LN,924,
739,020063000,First Floor,,2258,ROSSER LN,928,
740,020063000,Three Quarter Story,,1402,ROSSER LN,928,
741,020063000,Basement,,1678,ROSSER LN,928,
742,020063000,Deck,,411,ROSSER LN,928,
743,020063000,Stoop,,56,ROSSER LN,928,
744,020063000,Sunroom,,193,ROSSER LN,928,
745,020064000,First Floor,,1578,ROSSER LN,932,
746,020064000,Basement,,775,ROSSER LN,932,
747,020064000,Deck,,534,ROSSER LN,932,
748,020064000,Finished Half-Story,,1326,ROSSER LN,932,
749,020064000,Glass Enclosed 1/Sty,,240,ROSSER LN,932,
750,020065000,First Floor,,2185,ROSSER LN,938,
751,020065000,Basement,,1370,ROSSER LN,938,
752,020065000,Carport,,336,ROSSER LN,938,
753,020065000,Finished Attic,,1190,ROSSER LN,938,
754,020065000,Piers,,180,ROSSER LN,938,
755,020065000,Stoop,,12,ROSSER LN,938,
756,020066000,First Floor,,1909,ROSSER LN,942,
757,020066000,Concrete Patio,,455,ROSSER LN,942,
758,020066000,Carport,,165,ROSSER LN,942,
759,020066000,Open Porch,,108,ROSSER LN,942,
760,020066000,Screened Porch,,150,ROSSER LN,942,
761,020066000,Stone Patio,,330,ROSSER LN,942,
762,020066000,Stoop,,45,ROSSER LN,942,
763,020068000,First Floor,,3697,RUGBY RD,1007,
764,020068000,Basement,,1810,RUGBY RD,1007,
765,020068000,Finished Half-Story,,1512,RUGBY RD,1007,
766,020068000,Open Porch,,304,RUGBY RD,1007,
767,020068000,Stone Patio,,973,RUGBY RD,1007,
768,020068000,Stoop,,44,RUGBY RD,1007,
769,020069000,First Floor,,2148,RUGBY RD,933,
770,020069000,Second Floor,,2188,RUGBY RD,933,
771,020069000,Brick Patio,,904,RUGBY RD,933,
772,020069000,Basement,,479,RUGBY RD,933,
773,020069000,Stone Patio,,84,RUGBY RD,933,
774,020069000,Stoop,,95,RUGBY RD,933,
775,020070000,First Floor,,2456,RUGBY RD,929,
776,020070000,Second Floor,,2024,RUGBY RD,929,
777,020070000,Basement,,808,RUGBY RD,929,
778,020070000,Open Porch,,652,RUGBY RD,929,
779,020070000,Unfinished Attic,,2024,RUGBY RD,929,
780,020070000,First Floor,,792,RUGBY RD,929,
781,020070000,Basement,,396,RUGBY RD,929,
782,020072000,First Floor,,1398,RUGBY RD,921,
783,020072000,Basement,,1204,RUGBY RD,921,
784,020072000,Finished Half-Story,,1204,RUGBY RD,921,
785,020072000,Open Porch,,50,RUGBY RD,921,
786,020072000,Frame Enclosed 1/Sty,,264,RUGBY RD,921,
787,020072000,Stoop,,54,RUGBY RD,921,
788,020073000,First Floor,,1208,RUGBY RD,919,
789,020073000,Second Floor,,1200,RUGBY RD,919,
790,020073000,Basement,,390,RUGBY RD,919,
791,020073000,Open Porch,,55,RUGBY RD,919,
792,020073000,Glass Enclosed 1/Sty,,216,RUGBY RD,919,
793,020073000,Screened Porch,,54,RUGBY RD,919,
794,020074000,First Floor,,2665,RUGBY RD,917,
795,020074000,Second Floor,,1146,RUGBY RD,917,
796,020074000,Brick Patio,,757,RUGBY RD,917,
797,020074000,Finished Half-Story,,260,RUGBY RD,917,
798,020074000,Stoop,,45,RUGBY RD,917,
799,020075000,First Floor,,2116,RUGBY RD,915,
800,020075000,Canopy,,24,RUGBY RD,915,
801,020075000,Finished Half-Story,,1000,RUGBY RD,915,
802,020075000,Stoop,,64,RUGBY RD,915,
803,020076000,First Floor,,1319,RUGBY RD,905,
804,020076000,Open Porch,,192,RUGBY RD,905,
805,020076000,Stoop,,96,RUGBY RD,905,
806,020077000,First Floor,,1890,RUGBY RD,901,
807,020077000,Second Floor,,74,RUGBY RD,901,
808,020077000,Three Quarter Story,,1554,RUGBY RD,901,
809,020077000,Basement,,1554,RUGBY RD,901,
810,020077000,Concrete Patio,,759,RUGBY RD,901,
811,020077000,Deck,,215,RUGBY RD,901,
812,020077000,Screened Porch,,182,RUGBY RD,901,
813,020077000,Stone Patio,,48,RUGBY RD,901,
814,030001000,First Floor,,1204,RUGBY RD,1106,
815,030001000,Second Floor,,1200,RUGBY RD,1106,
816,030001000,Canopy,,40,RUGBY RD,1106,
817,030001000,Finished Attic,,1200,RUGBY RD,1106,
818,030001000,Open Porch,,144,RUGBY RD,1106,
819,030001000,Glass Enclosed 1/Sty,,258,RUGBY RD,1106,
820,030001000,Stoop,,40,RUGBY RD,1106,
821,030002000,First Floor,,1036,RUGBY RD,1102,
822,030002000,Second Floor,,943,RUGBY RD,1102,
823,030002000,Finished Enclosed Porch,,135,RUGBY RD,1102,
824,030002000,Finished Half-Story,,306,RUGBY RD,1102,
825,030002000,Garage,,306,RUGBY RD,1102,
826,030002000,Stoop,,60,RUGBY RD,1102,
827,030003000,First Floor,,1962,RUGBY AVE,1717,
828,030003000,Basement,,1548,RUGBY AVE,1717,
829,030003000,Open Porch,,24,RUGBY AVE,1717,
830,030003000,Stone Patio,,140,RUGBY AVE,1717,
831,030004000,First Floor,,1442,RUGBY AVE,1711,
832,030004000,Three Quarter Story,,1314,RUGBY AVE,1711,
833,030004000,Open Porch,,52,RUGBY AVE,1711,
834,030004000,Screened Porch,,84,RUGBY AVE,1711,
835,030004000,Stone Patio,,411,RUGBY AVE,1711,
836,030005000,First Floor,,1433,RUGBY AVE,1715,
837,030005000,Open Porch,,80,RUGBY AVE,1715,
838,030006000,First Floor,,1525,RUGBY AVE,1701,
839,030006000,Basement,,1460,RUGBY AVE,1701,
840,030006000,Concrete Patio,,342,RUGBY AVE,1701,
841,030006000,Finished Enclosed Porch,,60,RUGBY AVE,1701,
842,030006000,Finished Half-Story,,1250,RUGBY AVE,1701,
843,030006000,Open Porch,,198,RUGBY AVE,1701,
844,030006000,Glass Enclosed 1/Sty,,120,RUGBY AVE,1701,
845,030006000,Garage,,792,RUGBY AVE,1701,
846,030006000,Stoop,,28,RUGBY AVE,1701,
847,030006100,First Floor,,604,RUGBY AVE,1705,
848,030006100,Stoop,,44,RUGBY AVE,1705,
849,030006100,First Floor,,1751,RUGBY AVE,1705,
850,030006100,Second Floor,,988,RUGBY AVE,1705,
851,030006100,Basement,,1172,RUGBY AVE,1705,
852,030006100,Finished Attic,,988,RUGBY AVE,1705,
853,030006100,Open Porch,,198,RUGBY AVE,1705,
854,030006100,Glass Enclosed 1/Sty,,143,RUGBY AVE,1705,
855,030006100,Screened Porch,,198,RUGBY AVE,1705,
856,030006100,Stoop,,36,RUGBY AVE,1705,
857,030007000,First Floor,,1023,STONEFIELD LN,1106,
858,030007000,Slab,,24,STONEFIELD LN,1106,
859,030007000,Stone Patio,,40,STONEFIELD LN,1106,
860,030008000,First Floor,,1623,RUGBY AVE,1643,
861,030008000,Stoop,,68,RUGBY AVE,1643,
862,030009000,First Floor,,825,RUGBY AVE,1641,
863,030009000,Basement,,825,RUGBY AVE,1641,
864,030009000,Open Porch,,120,RUGBY AVE,1641,
865,030010000,First Floor,,1500,RUGBY AVE,1637,
866,030010000,Basement,,800,RUGBY AVE,1637,
867,030010000,Finished Two-Thirds,,800,RUGBY AVE,1637,
868,030010000,Open Porch,,28,RUGBY AVE,1637,
869,030010000,Stone Patio,,402,RUGBY AVE,1637,
870,030010000,Stoop,,18,RUGBY AVE,1637,
871,030011000,First Floor,,905,RUGBY AVE,1627,
872,030011000,Basement,,736,RUGBY AVE,1627,
873,030011000,Deck,,438,RUGBY AVE,1627,
874,030011000,Finished Half-Story,,736,RUGBY AVE,1627,
875,030011000,Screened Porch,,180,RUGBY AVE,1627,
876,030011000,Stoop,,32,RUGBY AVE,1627,
877,030012000,First Floor,,1696,RUGBY AVE,1625,
878,030012000,Second Floor,,912,RUGBY AVE,1625,
879,030012000,Basement,,816,RUGBY AVE,1625,
880,030012000,Concrete Patio,,130,RUGBY AVE,1625,
881,030012000,Open Porch,,15,RUGBY AVE,1625,
882,030012000,Screened Porch,,240,RUGBY AVE,1625,
883,030012000,Slab,,29,RUGBY AVE,1625,
884,030012000,Stoop,,28,RUGBY AVE,1625,
885,030013000,First Floor,,912,RUGBY AVE,1623,
886,030013000,Open Porch,,176,RUGBY AVE,1623,
887,030014000,First Floor,,2101,RUGBY AVE,1621,
888,030014000,Concrete Patio,,313,RUGBY AVE,1621,
889,030014000,Open Porch,,38,RUGBY AVE,1621,
890,030014000,Screened Porch,,123,RUGBY AVE,1621,
891,030014000,Stoop,,43,RUGBY AVE,1621,
892,030015000,First Floor,,1053,HERNDON RD,1105,
893,030015000,Finished Half-Story,,1053,HERNDON RD,1105,
894,030015000,Open Porch,,180,HERNDON RD,1105,
895,030015000,Stoop,,76,HERNDON RD,1105,
896,030016000,First Floor,,2275,RUGBY AVE,1549,
897,030016000,Three Quarter Story,,1271,RUGBY AVE,1549,
898,030016000,Brick Patio,,144,RUGBY AVE,1549,
899,030016000,Basement,,883,RUGBY AVE,1549,
900,030016000,Open Porch,,28,RUGBY AVE,1549,
901,030016000,Garage,,264,RUGBY AVE,1549,
902,030016000,Slab,,12,RUGBY AVE,1549,
903,030018000,First Floor,,1097,RUGBY AVE,1545,
904,030018000,Open Porch,,16,RUGBY AVE,1545,
905,030018000,Stoop,,24,RUGBY AVE,1545,
906,030019000,First Floor,,1317,RUGBY AVE,1600,
907,030019000,Screened Porch,,195,RUGBY AVE,1600,
908,030019000,Slab,,40,RUGBY AVE,1600,
909,030019000,Stone Patio,,360,RUGBY AVE,1600,
910,030019000,Storage,,143,RUGBY AVE,1600,
911,030019000,Stoop,,20,RUGBY AVE,1600,
912,030020000,First Floor,,1159,RUGBY AVE,1606,
913,030020000,Concrete Patio,,221,RUGBY AVE,1606,
914,030020000,Finished Enclosed Porch,,131,RUGBY AVE,1606,
915,030020000,Finished 90% Story,,832,RUGBY AVE,1606,
916,030020000,Open Porch,,28,RUGBY AVE,1606,
917,030021000,First Floor,,1505,RUGBY AVE,1610,
918,030021000,Basement,,1969,RUGBY AVE,1610,
919,030021000,Canopy,,79,RUGBY AVE,1610,
920,030021000,Finished Half-Story,,1305,RUGBY AVE,1610,
921,030021000,Open Porch,,79,RUGBY AVE,1610,
922,030022000,First Floor,,1142,RUGBY AVE,1620,
923,030022000,Basement,,1142,RUGBY AVE,1620,
924,030022000,Open Porch,,150,RUGBY AVE,1620,
925,030022000,Screened W/Cover 2/Sty,,45,RUGBY AVE,1620,
926,030022000,Stoop,,20,RUGBY AVE,1620,
927,030022000,First Floor,,672,RUGBY AVE,1620,
928,030022000,Second Floor,,672,RUGBY AVE,1620,
929,030022000,Screened Porch,,45,RUGBY AVE,1620,
930,030022000,Unfinished Utility Area,,40,RUGBY AVE,1620,
931,030023000,First Floor,,1168,RUGBY AVE,1618,
932,030023000,Basement,,988,RUGBY AVE,1618,
933,030023000,Concrete Patio,,200,RUGBY AVE,1618,
934,030023000,Carport,,600,RUGBY AVE,1618,
935,030023000,Finished Half-Story,,988,RUGBY AVE,1618,
936,030023000,Open Porch,,138,RUGBY AVE,1618,
937,030023000,Stoop,,25,RUGBY AVE,1618,
938,030023000,Unfinished Utility Area,,138,RUGBY AVE,1618,
939,030023000,First Floor,,496,RUGBY AVE,1618,
940,030023000,Carport,,92,RUGBY AVE,1618,
941,030023000,Open Porch,,234,RUGBY AVE,1618,
942,030024000,First Floor,,2373,RUGBY AVE,1626,
943,030024000,Concrete Patio,,262,RUGBY AVE,1626,
944,030024000,Open Porch,,180,RUGBY AVE,1626,
945,030024000,Garage,,484,RUGBY AVE,1626,
946,030024100,First Floor,,3484,WESTWOOD RD,1621,
947,030024100,Concrete Patio,,268,WESTWOOD RD,1621,
948,030024100,Open Porch,,182,WESTWOOD RD,1621,
949,030024100,Glass Enclosed 1/Sty,,252,WESTWOOD RD,1621,
950,030024100,Garage,,488,WESTWOOD RD,1621,
951,030025000,First Floor,,1354,WESTWOOD RD,1619,
952,030025000,Canopy,,252,WESTWOOD RD,1619,
953,030025000,Stone Patio,,378,WESTWOOD RD,1619,
954,030026000,First Floor,,1763,WESTWOOD RD,1617,
955,030026000,Second Floor,,1316,WESTWOOD RD,1617,
956,030026000,Brick Patio,,10,WESTWOOD RD,1617,
957,030026000,Canopy,,10,WESTWOOD RD,1617,
958,030026000,Concrete Patio,,532,WESTWOOD RD,1617,
